Area;Year;Month;Labor Force;Employed;Unemployed;Unemployment Rate                                                                                                                                                                      
Bronx County;2009;3;531200;473100;58100;10. Sep
Bronx County;2009;4;527600;471800;55800;10. Jun
Bronx County;2009;5;527500;468600;58900;11. Feb
Bronx County;2009;6;534100;470200;63900;12.0
Bronx County;2009;7;542400;474600;67800;12. Mai
Bronx County;2009;8;540300;470900;69500;12. Sep
Bronx County;2009;9;534200;465300;68900;12. Sep
Bronx County;2009;10;539100;467700;71400;13. Feb
Bronx County;2009;11;537600;467400;70200;13. Jan
Bronx County;2009;12;537500;466000;71500;13. MŠr
Bronx County;2008;1;521800;482800;39000;07. Mai
Bronx County;2008;2;523000;485700;37300;07. Jan
Bronx County;2008;3;520700;485300;35400;06. Aug
Bronx County;2008;4;519000;486900;32000;06. Feb
Bronx County;2008;5;518700;484200;34400;06. Jun
Bronx County;2008;6;524400;487900;36600;7.0
Bronx County;2008;7;530000;490000;40000;07. Mai
Bronx County;2008;8;531500;488700;42800;08. Jan
Bronx County;2008;9;528600;487100;41500;07. Aug
Bronx County;2008;10;533400;489800;43600;08. Feb
Bronx County;2008;11;532200;487600;44600;08. Apr
Bronx County;2008;12;533600;485700;47800;9.0
Bronx County;2007;1;510800;474600;36200;07. Jan
Bronx County;2007;2;511600;477300;34300;06. Jul
Bronx County;2007;3;510300;478900;31400;06. Jan
Bronx County;2007;4;504900;475200;29700;05. Sep
Bronx County;2007;5;505800;474900;31000;06. Jan
Bronx County;2007;6;510000;476200;33900;06. Jun
Bronx County;2007;7;517900;480000;37900;07. MŠr
Bronx County;2007;8;515000;478800;36200;7.0
Bronx County;2007;9;512000;478600;33400;06. Mai
Bronx County;2007;10;514400;480000;34400;06. Jul
Bronx County;2007;11;516300;483000;33300;06. Apr
Bronx County;2007;12;516200;482400;33800;06. Mai
Bronx County;2006;1;507000;469700;37300;07. Apr
Bronx County;2006;2;511100;472900;38200;07. Mai
Bronx County;2006;3;508300;473000;35300;06. Sep
Bronx County;2006;4;504000;471500;32500;06. Mai
Bronx County;2006;5;503800;472700;31100;06. Feb
Bronx County;2006;6;505500;473300;32300;06. Apr
Bronx County;2006;7;510600;474300;36300;07. Jan
Bronx County;2006;8;507900;474400;33500;06. Jun
Bronx County;2006;9;502500;471700;30800;06. Jan
Bronx County;2006;10;506300;476400;29900;05. Sep
Bronx County;2006;11;505300;474200;31100;06. Feb
Bronx County;2006;12;506600;477000;29500;05. Aug
Bronx County;2005;1;503400;462500;40900;08. Jan
Bronx County;2005;2;506400;465400;41000;08. Jan
Bronx County;2005;3;504000;467500;36500;07. Feb
Bronx County;2005;4;502800;467300;35400;7.0
Bronx County;2005;5;502200;466900;35300;7.0
Bronx County;2005;6;504000;468500;35600;07. Jan
Bronx County;2005;7;511500;472700;38800;07. Jun
Bronx County;2005;8;508800;472500;36300;07. Jan
Bronx County;2005;9;508600;470500;38100;07. Mai
Bronx County;2005;10;511300;473700;37600;07. Apr
Bronx County;2005;11;509400;470300;39100;07. Jul
Bronx County;2005;12;508300;473400;34900;06. Sep
Bronx County;2004;1;501400;446800;54700;10. Sep
Bronx County;2004;2;501300;449100;52200;10. Apr
Bronx County;2004;3;506300;454500;51900;10. Feb
Bronx County;2004;4;499600;453600;46000;09. Feb
Bronx County;2004;5;498900;454800;44100;08. Aug
Bronx County;2004;6;503600;456600;47000;09. MŠr
Bronx County;2004;7;512300;464700;47600;09. MŠr
Bronx County;2004;8;507500;463600;43800;08. Jun
Bronx County;2004;9;502800;461200;41600;08. MŠr
Bronx County;2004;10;505500;464400;41100;08. Jan
Bronx County;2004;11;507000;467000;40000;07. Sep
Bronx County;2004;12;504800;465900;38900;07. Jul
Bronx County;2003;1;504000;447400;56600;11. Feb
Bronx County;2003;2;505300;450000;55400;11.0
Bronx County;2003;3;501400;448900;52400;10. Mai
Bronx County;2003;4;499900;449700;50100;10.0
Bronx County;2003;5;495400;446200;49200;09. Sep
Bronx County;2003;6;500100;446800;53300;10. Jul
Bronx County;2003;7;502100;448600;53500;10. Jul
Bronx County;2003;8;500900;447900;53000;10. Jun
Bronx County;2003;9;497300;445100;52200;10. Mai
Bronx County;2003;10;500200;447700;52400;10. Mai
Bronx County;2003;11;503500;450900;52700;10. Mai
Bronx County;2003;12;499300;449900;49400;09. Sep
Bronx County;2002;1;495000;446700;48400;09. Aug
Bronx County;2002;2;500200;451700;48500;09. Jul
Bronx County;2002;3;499800;451000;48800;09. Aug
Bronx County;2002;4;497400;450200;47300;09. Mai
Bronx County;2002;5;496500;450500;46000;09. MŠr
Bronx County;2002;6;499400;451600;47800;09. Jun
Bronx County;2002;7;501900;452500;49400;09. Aug
Bronx County;2002;8;501800;453400;48500;09. Jul
Bronx County;2002;9;498000;451800;46200;09. MŠr
Bronx County;2002;10;501400;451600;49800;09. Sep
Bronx County;2002;11;499800;447900;52000;10. Apr
Bronx County;2002;12;501200;449800;51500;10. MŠr
Bronx County;2001;1;487100;451700;35400;07. MŠr
Bronx County;2001;2;489100;454000;35100;07. Feb
Bronx County;2001;3;488800;454700;34100;7.0
Bronx County;2001;4;481300;450200;31100;06. Mai
Bronx County;2001;5;478400;448500;29800;06. Feb
Bronx County;2001;6;478300;446600;31800;06. Jun
Bronx County;2001;7;486700;452600;34100;7.0
Bronx County;2001;8;484400;446900;37500;07. Jul
Bronx County;2001;9;481700;444400;37300;07. Jul
Bronx County;2001;10;487600;446800;40700;08. Apr
Bronx County;2001;11;488700;446100;42600;08. Jul
Bronx County;2001;12;490000;446700;43300;08. Aug
Bronx County;2000;1;483100;444900;38200;07. Sep
Bronx County;2000;2;488600;450700;37900;07. Aug
Bronx County;2000;3;491000;452900;38100;07. Aug
Bronx County;2000;4;485700;452500;33200;06. Aug
Bronx County;2000;5;483400;449400;33900;7.0
Bronx County;2000;6;484800;452800;32000;06. Jun
Bronx County;2000;7;487900;452400;35500;07. MŠr
Bronx County;2000;8;486500;451600;35000;07. Feb
Bronx County;2000;9;481800;449000;32800;06. Aug
Bronx County;2000;10;484100;450700;33400;06. Sep
Bronx County;2000;11;485000;451500;33500;06. Sep
Bronx County;2000;12;486500;455100;31500;06. Mai
Bronx County;1999;1;482100;437800;44300;09. Feb
Bronx County;1999;2;484900;439900;45000;09. MŠr
Bronx County;1999;3;480400;440500;40000;08. MŠr
Bronx County;1999;4;476900;438200;38700;08. Jan
Bronx County;1999;5;476900;439900;37000;07. Aug
Bronx County;1999;6;481900;441800;40100;08. MŠr
Bronx County;1999;7;490000;447100;42900;08. Aug
Bronx County;1999;8;486300;445700;40500;08. MŠr
Bronx County;1999;9;483200;443600;39600;08. Feb
Bronx County;1999;10;485800;446700;39100;8.0
Bronx County;1999;11;484200;447400;36900;07. Jun
Bronx County;1999;12;484200;450900;33300;06. Sep
Bronx County;1998;1;481900;428500;53400;11. Jan
Bronx County;1998;2;485600;432500;53100;10. Sep
Bronx County;1998;3;485600;433400;52200;10. Aug
Bronx County;1998;4;475700;431600;44200;09. MŠr
Bronx County;1998;5;477000;432300;44800;09. Apr
Bronx County;1998;6;480200;433800;46400;09. Jul
Bronx County;1998;7;487600;438800;48700;10.0
Bronx County;1998;8;481700;435900;45900;09. Mai
Bronx County;1998;9;480700;434200;46500;09. Jul
Bronx County;1998;10;484100;436200;47900;09. Sep
Bronx County;1998;11;483400;437700;45700;09. Mai
Bronx County;1998;12;481500;439500;42000;08. Jul
Bronx County;1997;1;473900;414700;59200;12. Mai
Bronx County;1997;2;477900;418300;59700;12. Mai
Bronx County;1997;3;482400;421500;60900;12. Jun
Bronx County;1997;4;475100;419400;55700;11. Jul
Bronx County;1997;5;476600;421200;55400;11. Jun
Bronx County;1997;6;479800;422000;57800;12. Jan
Bronx County;1997;7;486900;429000;57900;11. Sep
Bronx County;1997;8;483900;428700;55200;11. Apr
Bronx County;1997;9;480500;426300;54100;11. MŠr
Bronx County;1997;10;482200;429300;53000;11.0
Bronx County;1997;11;480400;430500;49900;10. Apr
Bronx County;1997;12;480400;432700;47700;09. Sep
Bronx County;1996;1;449100;403500;45600;10. Feb
Bronx County;1996;2;453500;407600;45900;10. Jan
Bronx County;1996;3;459700;411500;48200;10. Mai
Bronx County;1996;4;455500;410100;45400;10.0
Bronx County;1996;5;458500;411100;47400;10. MŠr
Bronx County;1996;6;458100;412300;45800;10.0
Bronx County;1996;7;469100;418500;50500;10. Aug
Bronx County;1996;8;465200;417400;47800;10. MŠr
Bronx County;1996;9;462500;415500;47000;10. Feb
Bronx County;1996;10;470500;418500;52000;11.0
Bronx County;1996;11;473300;418300;55000;11. Jun
Bronx County;1996;12;472300;419100;53200;11. MŠr
Bronx County;1995;1;442300;399400;42900;09. Jul
Bronx County;1995;2;444600;402200;42400;09. Mai
Bronx County;1995;3;446500;404000;42500;09. Mai
Bronx County;1995;4;445400;402300;43000;09. Jul
Bronx County;1995;5;443200;401100;42000;09. Mai
Bronx County;1995;6;444300;402100;42200;09. Mai
Bronx County;1995;7;454500;408800;45600;10.0
Bronx County;1995;8;452500;407800;44800;09. Sep
Bronx County;1995;9;449200;405700;43600;09. Jul
Bronx County;1995;10;451600;407800;43800;09. Jul
Bronx County;1995;11;450300;407200;43100;09. Jun
Bronx County;1995;12;449100;407200;41900;09. MŠr
Bronx County;1994;1;448700;395800;52900;11. Aug
Bronx County;1994;2;450200;398500;51700;11. Mai
Bronx County;1994;3;450900;400800;50100;11. Jan
Bronx County;1994;4;445100;398500;46600;10. Mai
Bronx County;1994;5;443600;400600;43100;09. Jul
Bronx County;1994;6;445400;401300;44100;09. Sep
Bronx County;1994;7;452200;405200;47000;10. Apr
Bronx County;1994;8;449600;404600;44900;10.0
Bronx County;1994;9;442100;400300;41800;09. Mai
Bronx County;1994;10;448400;404800;43700;09. Jul
Bronx County;1994;11;446000;405200;40800;09. Feb
Bronx County;1994;12;443100;406300;36800;08. MŠr
Bronx County;1993;1;457500;392900;64700;14. Jan
Bronx County;1993;2;458700;397300;61400;13. Apr
Bronx County;1993;3;456900;399300;57600;12. Jun
Bronx County;1993;4;449500;395700;53800;12.0
Bronx County;1993;5;451700;397600;54100;12.0
Bronx County;1993;6;454900;400200;54700;12.0
Bronx County;1993;7;463900;405700;58200;12. Mai
Bronx County;1993;8;456200;402700;53400;11. Jul
Bronx County;1993;9;447700;397000;50700;11. MŠr
Bronx County;1993;10;453700;399300;54300;12.0
Bronx County;1993;11;449600;398500;51100;11. Apr
Bronx County;1993;12;447400;399300;48100;10. Jul
Bronx County;1992;1;449700;394900;54800;12. Feb
Bronx County;1992;2;452400;395200;57300;12. Jul
Bronx County;1992;3;454700;398600;56200;12. Apr
Bronx County;1992;4;451400;398300;53100;11. Aug
Bronx County;1992;5;452300;395400;56900;12. Jun
Bronx County;1992;6;461000;398500;62500;13. Mai
Bronx County;1992;7;468400;402900;65500;14.0
Bronx County;1992;8;467200;401800;65400;14.0
Bronx County;1992;9;461200;397300;64000;13. Sep
Bronx County;1992;10;459300;396000;63300;13. Aug
Bronx County;1992;11;460800;397400;63500;13. Aug
Bronx County;1992;12;460100;399700;60400;13. Jan
Bronx County;1991;1;450800;408300;42500;09. Apr
Bronx County;1991;2;450000;406200;43900;09. Jul
Bronx County;1991;3;454300;408400;45900;10. Jan
Bronx County;1991;4;450800;406700;44100;09. Aug
Bronx County;1991;5;450900;403300;47600;10. Jun
Bronx County;1991;6;454300;406200;48100;10. Jun
Bronx County;1991;7;459700;409700;50000;10. Sep
Bronx County;1991;8;455400;405100;50200;11.0
Bronx County;1991;9;452000;403900;48100;10. Jun
Bronx County;1991;10;453700;403700;50000;11.0
Bronx County;1991;11;456300;401700;54600;12.0
Bronx County;1991;12;451800;400700;51100;11. MŠr
Bronx County;1990;1;461600;422900;38700;08. Apr
Bronx County;1990;2;464400;424700;39700;08. Jun
Bronx County;1990;3;463700;425400;38300;08. MŠr
Bronx County;1990;4;458600;423100;35500;07. Jul
Bronx County;1990;5;462000;424700;37300;08. Jan
Bronx County;1990;6;465400;429100;36300;07. Aug
Bronx County;1990;7;466400;427100;39300;08. Apr
Bronx County;1990;8;464000;424800;39200;08. Apr
Bronx County;1990;9;458300;418100;40200;08. Aug
Bronx County;1990;10;459000;418200;40800;08. Sep
Bronx County;1990;11;457200;414700;42600;09. MŠr
Bronx County;1990;12;452400;414200;38200;08. Apr
Broome County;2022;1;81700;77900;3900;04. Jul
Broome County;2022;2;82300;78400;3900;04. Aug
Broome County;2022;3;82100;78600;3500;04. MŠr
Broome County;2022;4;81800;78900;2800;03. Mai
Broome County;2022;5;82600;79800;2800;03. Apr
Broome County;2022;6;82800;79600;3200;03. Sep
Broome County;2022;7;82300;78900;3400;04. Feb
Broome County;2022;8;82000;78500;3400;04. Feb
Broome County;2022;9;81800;79100;2800;03. Apr
Broome County;2022;10;82100;79500;2600;03. Feb
Broome County;2022;11;81600;78900;2700;03. MŠr
Broome County;2022;12;81200;78200;2900;03. Jun
Broome County;2021;1;82000;76000;5900;07. Feb
Broome County;2021;2;82200;76200;6000;07. MŠr
Broome County;2021;3;82500;77000;5500;06. Jul
Broome County;2021;4;82500;78000;4600;05. Mai
Broome County;2021;5;82700;78500;4200;05. Jan
Broome County;2021;6;83200;78400;4800;05. Aug
Broome County;2021;7;82400;77800;4600;05. Jun
Broome County;2021;8;82000;77800;4200;05. Jan
Broome County;2021;9;81900;78400;3500;04. MŠr
Broome County;2021;10;81300;78100;3200;4.0
Broome County;2021;11;81700;78800;2900;03. Jun
Broome County;2021;12;81300;78500;2800;03. Apr
Broome County;2020;1;84800;80000;4800;05. Jun
Broome County;2020;2;85200;80500;4800;05. Jun
Broome County;2020;3;85400;80100;5300;06. Feb
Broome County;2020;4;82800;68100;14700;17. Jul
Broome County;2020;5;83700;73000;10700;12. Aug
Broome County;2020;6;84800;76100;8700;10. MŠr
Broome County;2020;7;84200;75900;8300;09. Aug
Broome County;2020;8;83300;76900;6400;07. Jun
Broome County;2020;9;82800;77300;5600;06. Jul
Broome County;2020;10;82200;77500;4700;05. Jul
Broome County;2020;11;82300;77600;4600;05. Jun
Broome County;2020;12;82000;76700;5200;06. Apr
Broome County;2019;1;85200;80500;4700;05. Mai
Broome County;2019;2;85200;80700;4500;05. MŠr
Broome County;2019;3;85800;81500;4200;5.0
Broome County;2019;4;85300;81900;3400;4.0
Broome County;2019;5;85800;82600;3200;03. Aug
Broome County;2019;6;86400;82700;3700;04. MŠr
Broome County;2019;7;85800;81700;4100;04. Aug
Broome County;2019;8;85300;81300;3900;04. Jun
Broome County;2019;9;85500;82000;3500;04. Jan
Broome County;2019;10;85500;82000;3500;04. Jan
Broome County;2019;11;85300;81800;3600;04. Feb
Broome County;2019;12;85000;81000;4000;04. Jul
Broome County;2018;1;85400;79900;5400;06. Apr
Broome County;2018;2;85500;79900;5600;06. Jun
Broome County;2018;3;85900;80900;4900;05. Jul
Broome County;2018;4;86000;81700;4200;04. Sep
Broome County;2018;5;86400;82800;3600;04. Feb
Broome County;2018;6;87400;83300;4100;04. Jul
Broome County;2018;7;86500;82300;4200;04. Aug
Broome County;2018;8;85600;81700;3900;04. Jun
Broome County;2018;9;86100;82700;3400;03. Sep
Broome County;2018;10;86000;82700;3300;03. Sep
Broome County;2018;11;85500;82200;3300;03. Aug
Broome County;2018;12;85500;81700;3800;04. Apr
Broome County;2017;1;85500;80000;5500;06. Mai
Broome County;2017;2;85700;80100;5700;06. Jun
Broome County;2017;3;86300;81300;4900;05. Jul
Broome County;2017;4;86100;81500;4700;05. Apr
Broome County;2017;5;86700;82300;4400;05. Jan
Broome County;2017;6;87600;82800;4900;05. Mai
Broome County;2017;7;86200;81400;4800;05. Jun
Broome County;2017;8;85900;81300;4600;05. Apr
Broome County;2017;9;86500;82100;4400;5.0
Broome County;2017;10;86000;81700;4200;04. Sep
Broome County;2017;11;85400;80900;4500;05. Feb
Broome County;2017;12;85200;80600;4600;05. Apr
Broome County;2016;1;86300;80900;5400;06. MŠr
Broome County;2016;2;86300;80900;5400;06. MŠr
Broome County;2016;3;86600;81400;5100;05. Sep
Broome County;2016;4;86400;81700;4700;05. Apr
Broome County;2016;5;86700;82400;4200;04. Sep
Broome County;2016;6;86600;81900;4700;05. Apr
Broome County;2016;7;85600;80800;4800;05. Jun
Broome County;2016;8;85200;80600;4600;05. MŠr
Broome County;2016;9;85800;81300;4500;05. MŠr
Broome County;2016;10;85600;81100;4500;05. Feb
Broome County;2016;11;85200;80900;4300;5.0
Broome County;2016;12;84800;80100;4700;05. Jun
Broome County;2015;1;86800;80400;6400;07. MŠr
Broome County;2015;2;86600;80300;6200;07. Feb
Broome County;2015;3;86700;81000;5700;06. Jun
Broome County;2015;4;86900;81600;5300;06. Jan
Broome County;2015;5;87600;82400;5200;6.0
Broome County;2015;6;87800;82400;5400;06. Jan
Broome County;2015;7;86400;81200;5200;6.0
Broome County;2015;8;86100;81300;4800;05. Jun
Broome County;2015;9;86000;81500;4500;05. Feb
Broome County;2015;10;86200;81700;4500;05. Feb
Broome County;2015;11;86400;81900;4500;05. Feb
Broome County;2015;12;86300;81500;4800;05. Jun
Broome County;2014;1;88800;81700;7100;8.0
Broome County;2014;2;88500;81300;7200;08. Feb
Broome County;2014;3;88900;82300;6700;07. Mai
Broome County;2014;4;87900;82400;5500;06. MŠr
Broome County;2014;5;88200;82700;5500;06. MŠr
Broome County;2014;6;89700;83900;5800;06. Mai
Broome County;2014;7;88300;82400;5900;06. Jul
Broome County;2014;8;87500;81800;5700;06. Mai
Broome County;2014;9;87100;81900;5300;06. Jan
Broome County;2014;10;86900;81800;5100;05. Sep
Broome County;2014;11;86500;81200;5200;06. Jan
Broome County;2014;12;86200;80800;5400;06. MŠr
Broome County;2013;1;93600;84600;9000;09. Jun
Broome County;2013;2;92400;83700;8700;09. Apr
Broome County;2013;3;92200;84400;7900;08. Mai
Broome County;2013;4;92300;85100;7200;07. Aug
Broome County;2013;5;93200;86200;7000;07. Mai
Broome County;2013;6;94100;86500;7600;08. Jan
Broome County;2013;7;92400;85000;7400;8.0
Broome County;2013;8;91900;84900;7000;07. Jul
Broome County;2013;9;91400;84600;6700;07. Apr
Broome County;2013;10;90300;83700;6600;07. MŠr
Broome County;2013;11;89600;83300;6300;07. Jan
Broome County;2013;12;88600;82200;6400;07. Feb
Broome County;2012;1;93600;84600;9100;09. Jul
Broome County;2012;2;93700;84600;9100;09. Jul
Broome County;2012;3;94000;85500;8600;09. Jan
Broome County;2012;4;93700;85800;7900;08. Apr
Broome County;2012;5;94700;86700;8000;08. Mai
Broome County;2012;6;95600;87100;8600;9.0
